,Sentences,Negativity
7513,i feel that that drama has resolved itself,0
7514,i feel like im not nearly as creative as some of my clients on these cake toppers,0
7515,i give you plenty of attention even when i feel utterly miserable,1
7516,i want to forget about you or how you made me feel all those sweet cold winters ago,0
7517,i almost feel hesitant now because its something that i was soooo scared of before,1
7518,i were all sick for about weeks at the end of november early december and because of that i feel like the last few weeks have been even more rushed,1
7519,im frustrated that i feel so fucked up that something feels so,1
7520,i feel frightened for all women around the world who face street harassment from men in public places,1
7521,i feel like initially i am so shy but give me a few minutes and i totally open up,1
7522,i have to admit i m feeling a little melancholy about the run i have planned for tomorrow morning,1
7523,i then feel the need to punish myself because i feel worthless and hopeless and so begins the vicious cycle again and again,1
7524,im feeling pretty blessed to have had the chance to create this cake,0
7525,im feeling really unsure about what to do with him,1
7526,im feeling glad and thankful lately for having real friends that really care for me when i was down,0
7527,i didnt feel unhappy,1
7528,i started feeling weird and insecure that he was a professional with a high paying job living in a large house and that i was over thirty but had no diplomas high paid work or equity,1
7529,i think now that im on sort of a lookout for guys i feel like people think im some kinda slutty girl amp jeff is introducing me to all his friends including amin that confronted me just now on the dancefloor why i didnt reply his messages and i simply answered that im lazy,0
7530,i would often spend their nap time on the couch instead of doing anything productive thus making me feel more lousy,1
7531,i left feeling quite shaky possibly due to relief mostly due to fear,1
7532,i am still feeling stressed,1
7533,i am having is that i have been feeling really jealous of my friends lately and i hate the feeling of jealousy,1
7534,i was speaking to death but then feeling enraged,1
7535,i just feel annoyed if anything i am trying to heal and move forward and somehow he feels that and has to stick his claws right back in ugh,1
7536,i feeling so impatient about things,1
7537,i feel pleased and disappointed as well,0
7538,i have still been feeling numb i cant feel myself chewing or swallowing food,1
7539,i didn t want to fatten it up by adding stuff with a different feel so here s just a handful of pretty mellow ben jelen lt,0
7540,i did not feel sympathetic,0
7541,i feel will be punished most are those who believe are ordained to speak out in his name and bend his words will for the justification of personal accomplishments,1
7542,i have a feeling even barack obama is surprised by how much he has been able to accomplish in tearing america down in less than six years,0
7543,i had to find my way out in the dark and i remember groping my way down the steps feeling almost scared because of all the noises and rustling around me,1
7544,i understand people can get into bad situations and end up there through no real fault of there own and then i kind of feel for them but im not keen on the ones who have the support but beg to fund a drug habbit or even better those who pretend that theyve got nothing,0
7545,i worked out with a dumbbell yesterday and i feel vigorous,0
7546,i feel energetic after i am done and i am in a good mood and love the feeling of accomplishing my goals,0
7547,i immediately started feeling some stomach unease but that s ok it was somewhat minimal,0
7548,i am sometimes honked at waiting for the bus whistled when i m walking down the street and that occasionally i am trapped in awkward conversations with the creepy man on the bus because i feel physically intimidated by him,1
7549,i am feeling awfully romantic about dudes,0
7550,i could tell her everything ive said here but my intention isnt to hurt her further assuming she really has those feeling and isnt putting on a show for her husband or her guilty conscience,1
7551,arriving in new zealand as a teenager first overseas trip something exhilarating about the change of scenery etc,0
7552,im feeling really dull headed and have nothing to tell farewell,1
7553,i feel guilty about leaving her in the care of others,1
7554,i feel exhausted and doubtful of my ability to raise three human beings,1
7555,i feel hated by alw i want to show i can do it i want to be here tomorrow,1
7556,i used to be ambitious and believe in myself now all i do is doubt and feel drained by the lack of any self belief,1
7557,i didnt feel deprived i wasnt obsessing over it as i have at times in the past it was going well,1
7558,i feel the leaves under my fingertips the sweet taste of berries still on my lips the most beautiful thing right outside the last days of summer passing us by,0
7559,i had to bend down feeling uncomfortable and awkward,1
7560,i feel listless directionless and hopeless,1
7561,i feel too much ashamed much too embarrassed and much too proud to ask for help,1
7562,i tried to make a cheerful comment about fitting her in but i feel really unwelcome,1
7563,im not sure when scott turned into that and im not sure how i feel about it because i never thought id be that casual about sex,0
7564,i feel strong enough now to get back on the wagon,0
7565,i feel discouraged when i feel discouraged a href http abundantlygraceful,1
7566,i mean i was already starting to feel triumphant that i am a mommy and what kid would possibly disrespect another grown up with his own mommy in the vicinity,0
7567,i feel so disliked by everyone and whenever i get too affected i just feel like breaking down not caring about who is around me because that feeling is really unbearable,1
7568,i feel the loss to florida was acceptable because it was so early in the season and he hadnt hit a rhythm yet,0
7569,i feel that life is a miracle and is precious and to see that beautiful kitten suffer was so difficult and it was made worse by the fact that his mother rejected him,0
7570,i know but it s just how i feel i feel confused and overwhelmed and unable to pull myself off the ground even though i know i am going to be okay,1
7571,i feel a tinge on the top of my shoulder or some aching in the joint but for the most part i have no discomfort in the shoulder as i did before,1
7572,i hope one day you will experience such emotional pain that you feel like you are being slowly tortured and kept awake during the ordeal so that you can fully experence the pain,1
7573,i had not expected to feel a connection with the car when i got in and drove it but boy was i surprised,0
7574,i feel more like myself with makeup because i feel more like a person who cares about fashion and style and caring about fashion and style typically means wearing makeup,0
7575,i no longer feel like the world is against me and i am back to my stubborn kicking this deployments butt old self,1
7576,i have never even imagined feeling so helpless,1
7577,i never knew how important it was to feel accepted in your place of work until today,0
7578,i am feeling restless a need for something different new a change,1
7579,i am feeling gloomy and you make my brightest days shine even brighter,1
7580,i waved goodbye to the sideboard said hello to the landlord and walked inside feeling triumphant,0
7581,i think that i like to be able to find out who what where when anything is and feel reluctant to start exploring if i cant find that out easily,1
7582,i want i think i feel i want i think i feel because wisdom always chooses to do now what it will be satisfied with later on while foolishness means without common sense,0
7583,i encourage uplift and care for students when i am feeling beaten up by life,1
7584,i feel ugly i do the opposite of what most people will do,1
7585,i do have one more thing i have decided that i am feeling very brave today and i know everyone is very curious,0
7586,i am moving closer to unveiling bella after many many months of work i feel it important to talk about how and why bella luella came to be,0
7587,i feel blessed to have met scott,0
7588,i feel like julie roberts in pretty woman when she wears her smart shorts suit to the polo match,0
7589,i am only bugged by that persons success because i am feeling a little jealous,1
7590,i feel like i have to at least glance in their direction or say hi when they pass by for fear of looking like a rude bitch occupying the desk up front,1
7591,i did a mental check list of all the things of the past year that frightened me kept me trapped in the mind and feeling hopeless,1
7592,i woke up feeling miserable and feeling less,1
7593,i know i am all this inspiration and eye candy makes me feel super creative,0
7594,i feel like laying next to you again firstly i was shocked what was he doing texting me why was he even thinking about me,0
7595,im being melodramatic here feels like frantic good byes to all of our friends in town,1
7596,i was having a normal day and i didnt feel well which is completely normal for me because it was the day after i take mtx,0
7597,i could feel the keen competition,0
7598,i was feeling shaky but holding grandma s hand calmed me down,1
7599,im feeling pretty disheartened,1
7600,i feel like while those differences that bothered me so much when we were together they actually are meant to serve as my hypothetical counter weight when my ideas or expectations get too lofty or unreal,1
7601,i was feeling and it obviously hurt her but we decided to push on,1
7602,i was sort of in hallo hate this year not feeling very festive at all didnt even dress up,0
7603,i feel alarmed that there has been a lot of people who are getting cancer these days,1
7604,watching china winning the asian olympic games,0
7605,i think that compromising on space may end up making me feel very dissatisfied,1
7606,i feel isolated and im frustrated by the little daily battles that happen when homeschooling a brood of children,1
7607,i didn t waver in my feelings for her but i had resolved myself to the fact that it wasn t meant to be,0
7608,i see him and yet i still suck it up and do it anyway because seeing him makes me feel content yet foolish,0
7609,i alway feel like theres nothing i can do and it makes me so impossibly furious at myself i cant stand my own god damn uselessness,1
7610,i still feel guilty for his death as i couldn t save him,1
7611,i was a bit scared because i didnt want to mess up the performance even though i practiced and practiced the routine i still was feeling a bit scared,1
7612,i am a writer and tonight i am feeling a bit heartbroken,1
7613,i feel that this isnt the atmosphere that we want to create since the show will be about the street and the street is always lively exciting and full of life,0
7614,i feel like im caught in the eye of a storm waiting for the violent wall to come crashing into me,1
7615,ive been feeling a bit resentful,1
7616,i can feel his presence gentle and unassuming in his sleep,0
7617,i feel for the disadvantaged people who just want to warm up and sit somewhere clean and pleasant,1
7618,i feel discouraged enough to stay in my room the remainder of the night,1
7619,i feel like a stranger to the blogging world when i havent blogged in a while anyways i thought that i would update my blog once in a while so i thought why not share with you guys what blushes i have been loving lately,0
7620,i feel a suspicious tickling in my nose,1
7621,i wrote a difficult exam at one time while in my secodary school when the results were announced on the radio,0
7622,im feeling hurt,1
7623,i whispered feeling terrified,1
7624,i have lately been speaking in a more anglophilic english dialect when i interact with people in service jobs which i feel is pleasant and spices splices things up a little,0
7625,i sit apparently sometimes i don t pass well because i don t sit with my legs wide open well i m sorry that i don t feel comfortable with spreading my legs metres apart just so you think i m a boy some men don t do that,0
7626,i know it s too early to be feeling eager for the end of school but that s where i am,0
7627,i strongly believe that you only get victimized by somebody s gaze only if you really want to feel victimized,1
7628,i began to hear see feel and know the divine helpers will who assisted my every step with ever expansive ease,0
7629,i said to the guys afterwards that i feel there s some really positive energy coming out of our trip to the states curtis said,0
7630,i went from months in hospital surrounded by people feeling sorry for me and rules about when i could eat sleep or use my phone,1
7631,im feeling inspired and im not near my computer i can open it up and write a scene or two in the pages of the journal,0
7632,i feel afraid often,1
7633,i feel like if i wasnt such a thinker i wouldnt be distracted from living a normal life,1
7634,i would feel weird if i didnt live here because i love it,0
7635,i go to the gym i can t even get my heart rate high enough to feel satisfied thanks to the level of competition i ve experienced in the past couple of years,0
7636,i feel bad for students that are strictly punished by their school teachers,1
7637,i am a feeling for rich creeps,0
7638,i feel finding an activity you are truly passionate about and being fortunate enough to complete the task on a daily basis,0
7639,i have averted the all too easy phenomenon of samples being chucked in a drawer never to see the light of day again feeling quite virtuous about that,0
7640,i had isaac i started feeling strange,0
7641,i struggled out of bed this morning still feeling terrible i began to scratch out a letter,1
7642,i didn t feel particularly intelligent i just had a visual memory good study habits and a knack for test taking,0
7643,i had intercourse with guys and now i feel regretful,1
7644,ive pretty much figured out that everything that ive been feeling lately and everything that has troubled me to utter most points happened for a reason,1
7645,im feeling super accomplished with these sweet dresses hot off the press,0
7646,i sit here now a year later and feel even more hesitant than i did then,1
7647,i would highly recommend him in the future and we feel it unfortunate he was not able to assist us,1
7648,i feel rather glamorous though i must admit that it took me a long time to find something which coordinated with the new headband,0
7649,i am being put in a mood but been feeling disgusted and diabolical today,1
7650,i admit to sometimes struggling with feeling lonely but overall i think that the natural friend filtration process adulthood brings is a positive process,1
7651,i personally believe that we moms must take some time off to feel gorgeous even while saving money,0
7652,i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,1
7653,ive been praying a lot more and feeling for people ive also been a lot more emotional but i think thats the ects fault,1
7654,i feel i have no direction in life i can t find a passion that i can hold on to and when i m passionate about something is really the only time i m any good at it,0
7655,finding out about people can go mad for social reasons,1
7656,ive got build up at you throw the best fucking punch i have until your face looks like how i feel start a petty guilt war find you and just ask you for the millionth time only to have you not say another word kill you with kindness kill you god dammit,1
7657,im not quite sure what it is but its a feeling specially for you and its nothing hostile,1
7658,i do feel a tugging to speak on is how submission or honoring respecting and putting prince charming first in our marriage,0
7659,i don t know what triggers it but or times a night i feel the delicate tap of a seed landing on my face,0
7660,i am feeling in a generous mood and a mood of gratitude,0
7661,im feeling like he needs to drink something because he seems too uptight and i am feeling good all by myself here,1
7662,i am feeling a little bitter today on the last day of the year,1
7663,i found myself leaving the meeting feeling restless as usual,1
7664,i feel quite honoured to be here especially given that this is the nearest we will come to a church celebration of this great man even if st,0
7665,im feeling all festive and in a giving mood im going to tag some of you beauties,0
7666,i wasnt feeling satisfied and we had also lost things in common,0
7667,i feel around someone the more idiotic i feel hence the unintelligible blabbering,1
7668,i cannot help but feel ashamed to be dancing or even chilling next to such girls,1
7669,i live in a different city when i study even in finland im not feeling homesick yet but i have my moments of nostalgia,1
7670,i know your feeling a little intimidated,1
7671,i feel like its my fault for talking to him and being innocent enough to think that he actually wanted my conversation and not just sex,0
7672,i have been feeling rather cranky lately and im positive it is due to being cooped up,1
7673,i am definitely not what i would consider frumpy or mumsy feel free to shatter my illusions but i wear a lot of a href http bodenusa,0
7674,i endure the kind of anguish that so many parents are feeling tonight over the loss of their precious children,0
7675,i feel are most important in a practitioner patient relationship,0
7676,i have right now makes me feel just wonderful,0
7677,i hated feeling inadequate to meet their needs,1
7678,i am feeling their suffering,1
7679,i started making daily entries and when i fell in love for the first time i didn t have someone to share about it so i wrote how it made me feel i still have them and i read it every now and then it is very funny,0
7680,i suppose my main issue right now is that im bored and feeling boring,1
7681,i made it and enjoyed most of my run but now i m feeling greedy,1
7682,im not the type to get cynical around this hallmark holiday but this year i happen to feel particularly spiteful towards it,1
7683,i feel confident that the guns were planted in crowell s who by the way was with other players,0
7684,i feel complacent about the work that i am doing something there is always something that lets me know that i am not as in control of things as i wish i were,0
7685,i feel insulted and that wound that was healing has been torn apart again so now it ll take much longer to heal,1
7686,i received a call from this tuition agency and the guy told me his wife used to teach me in primary school but i had no recollections of her at all and i am feeling extremely ungrateful,1
7687,i feel like i should be sorry a href http misscray,1
7688,i much regret that i allowed johann to accompany me from khartoum i feel convinced he can never rally from his present descara,0
7689,i went back to bed feeling drained and decided to drink some milk to help me sleep,1
7690,i just kept praying for the days when i could be involved in my kids lives in a different way without feeling physically awful or constantly irritable due to all the pain and malaise i was feeling,1
7691,i feel this series brings a lot to the table with its summer feel and romantic story line that could make a great televisioin show,0
7692,i feel like i need to ask permission need to be sure that they still want me,0
7693,i feel really bitter,1
7694,i expected so i was left feeling satisfied,0
7695,i knew id be ok to start would be ok to toddle around the if i was feeling crappy by the route split at valldemossa and if the green oyster gods were feeling benevolent i might be ok to continue round the full,1
7696,i told him about my new leg issues since he had asked after seeing my cane amp he said i bet that makes you feel a bit isolated like nobody gets what your going through huh,1
7697,i feel like im heartless nw,1
7698,i have since given or traded a few but always with someone i feel confident will care for them well,0
7699,i was left feeling a little frustrated naked and flat,1
7700,i remember feeling infatuation aching so bad for your complete attention i remember but that s not all i don t have to remember no i don t have to remember do you,1
7701,i looked out yesterday morning at the clear blue sky over the rooftops feeling the cool air through the open window i was aware for a few brief minutes that there was not the slightest sound of traffic not even that distant hum that seems ubiquitous in the city,0
7702,i feel its pretty dramatized,0
7703,im feeling insulted that it takes a book no not even the prospect of a book,1
7704,i feel and some is just a hateful of hollow yes i hear many smiths these days,1
7705,i feel like i have been a bit on the naughty side of things by eating biscuits cookies and chocolate,0
7706,i feel a bit bitchy,1
7707,i will adjust to it but for now it feels so strange,1
7708,i am feeling so very festive as i have been dressing as an elf for work since saturday haha i will eventually have the courage to put up a pic a href http,0
7709,i have a feeling we wouldnt be as strong or as close,0
7710,i get ready for bed that evening i am feeling really really discouraged and vow to do nothing but work on my cv the next day leave this silly writing behind buckle down and find real work,1
7711,i am still trying to decide how i feel about them but so far i will say that i am glad i did not pay full price,0
7712,i am really proud of myself for sticking with the non smoking but i am feeling a bit frustrated and ashamed for my lack of progress on my other health goals,1
7713,i feel your fear sweet one,0
7714,i don t feel pressured,1
7715,i feel like i should mention that my dad and i were not the only obnoxious tourists doing this,1
7716,i feel that i will always be far bolder than stephies lovely gentle way of painting,0
7717,i feel that this student who killed these innocent victims shouldnt get so media attention w his videos amp pics,0
7718,i feel somewhat insulted on an intelligence level,1
7719,i remember feeling a bit impressed and also thankful when i understood these things,0
7720,i wish i could write right now that as the visit unfolded with the caregiver s compassion and my prayerful expressions of hope seeds of renewal emerged from the hard ground of feeling lousy,1
7721,i have to suck it up let time melt those feelings away and go back to just supporting him with love,0
7722,i feel kinda dumb when im not chosen,1
7723,i wasnt there and i cant do anything now and i feel helpless because theres so much pain involved that i just want to curl up and die,1
7724,i feel so angered like screaming till im dead i need to get away from the thoughts inside my head,1
7725,i always feel like crap when i connect with someone sexually and then i get all needy and it ruins everything,1
7726,i don t see my dearest standing below me ready to catch me should i fall i feel nothing but distraught,1
7727,i was still feeling a bit shaky so i didnt exercise hard then either,1
7728,i feel so much gently to and fro hated and desired a href http sareelro,1
7729,im so happy its finally over its hard for me to feel as compassionate as i should,0
7730,im anxious for this term to be done and am feeling a little too stressed to do my homework,1
7731,i can feel my stubborn heart battling god on some things and i am choosing to lay those things down,1
7732,i miss my friends amp feel neglectful,1
7733,i for delay while i am feeling that i am getting threatened that if are not agreeing to pay this amount you have to pay more and even though imposed cost,1
7734,i have a sinking feeling that she will be back more vicious than ever,1
7735,i feel dignified and special even that you have let me into your life and just imagining that i may at some times occupy your mind is enough to completely heighten my sense of self worth,0
7736,i feel so privileged and humbled to be part of the a href http houseofserafina,0
7737,i feel disney has taken a brave and interesting turn with this film,0
7738,i feel despairing like they d rather me just be dead,1
7739,i admit at first i was feeling quite relieved,0
7740,i had no choice but to sit there feeling frustrated as something to add to my effort to cheer up my bed bound sweetheart who at times feels very helpless alone and frightened,1
7741,im feeling a little bit strange today stranger than usual that is,0
7742,i sit in front of my computer and gather my thoughts before bed all i can think about is how lonely i feel and how dissatisfied i feel with life thus far,1
7743,i feel is not a peaceful calm but more like a calm in the middle of the storm,0
7744,i feel accepted and loved by a community of derby girls that i helped to create,0
7745,i feel i feel horrible,1
7746,i was feeling pretty pouty now since i saw no reason for these contractions,0
7747,i feel that my weight issues have mostly been because i was unhappy depressed scared and angry,1
7748,i feel unhappy and a bit insecure,1
7749,i feel so sad for sioux,1
7750,im more fun on a date when im hyper and because i was feeling so mellow hannah and sydney aided me in pumping up with party music,0
7751,i think its good that you shared these feelings you are never alone theres always someone to listen and understand,1
7752,i stare at its bare and gnarled limbs feeling a strange connection to its condition,1
7753,i would love to go around in life with a cape on my back feeling like super woman all the time,0
7754,i wont comment on my feeling about it though be assured i know its much different than mine,0
7755,i no longer feel satisfied with the selection or offeri,0
7756,i do feel heartbroken quarrel with you because you dont show in on fb which normally ppl would,1
7757,i bit my childrens head off on the way to this flippin bible study i feel like crappy mom and i dont want to get up in the mornings sometimes,1
7758,i feel that even in the throes of infertility treatment it is vital to try to do so,0
7759,i feel like i will not be faithful to who i am until i can roll up my sleeves and not only touch the poverty around me but embrace it,0
7760,i feel shaky and if i allow myself to shake and twitch its easier to stay still,1
7761,i feel funny sometimes especially when i think of you like a tug a snap a twang of a tight string a pull and so i push all of it away again today and again tomorrow,0
7762,i feel so lame,1
7763,i told him how i was feeling so lonely and isolated and really bored with my life,1
7764,i feel like such a needy and pushy cat the way i cuddle next to him,1
7765,i end up feeling messy and unpolished all day,1
7766,i feel suspicious but i cant walk a way i like him i always had a thing for football players i know ive been m,1
7767,i feel over this tragic incident,1
7768,i am feeling rather bouncy,0
7769,i remember feeling shocked at how cold my heart was back then,0
7770,i always feel uptight around megan,1
7771,i feel embarrassed and sad that even beyond the grave you seem to still be working with the release of your latest posthumous album,1
7772,i will say though that i have noticed myself feeling a sense of discontent lately,1
7773,i think to the extent that they feel more love and more accepted and supported they can let down their guard a bit,0
7774,i also tend to be very picky when it comes to which types of support feel genuinely supportive and which types i am sure are meant to be genuine but end up feeling like pity,0
7775,i feel ignored by friends family online friends etc,1
7776,i feel that i missed a lot of opportunities and i could have had some amazing experiences if i had plucked up enough courage to try things when i was asked,1
7777,i believe that feeling accepted in a non judgemental way can be healing,0
7778,i feel depressed after voting knowing that i voted again for those who created the problem but we dont have another choice,1
7779,im beginning to feel seriously disliked a class nr panel nr mp link nr link nr internal href http www,1
7780,im feeling that needy,1
7781,i definitely think too much about my options and then i feel uncertain and that leads to fear,1
7782,i always feel really good and happy and glad to be married and be in utah at uvu in the house im in,0
7783,im feeling kinda horny so i just booked a flight from burbank t,0
7784,i received a lot of really good feedback which made me feel like i am doing a good job,0
7785,i swear when i feel passionate about something and that s what the following post hopefully conveys,0
7786,i feel the gentle tug of fall,0
7787,i was feeling nostalgic about the calgary marathon so i wore first half marathon shirt from,0
7788,i dont know whats happening to me because i feel so damn miserable i cant even bring myself to eat properly,1
7789,i am feeling less pissed off,1
7790,i like the idea of high speed trains but i have a feeling the airline industry isn t fond of the idea,0
7791,i feel its the most important,0
7792,i admit that over the past several years i have leaned more towards auburn then nebraska but this has in no way made me feel less loyal to the state and its team from where i come,0
7793,i eat no one noticing if im feeling depressed,1
7794,i feel so honored and blessed by the children god has given me,0
7795,i feel so honored when creative couples like this connects with my work and is able to put their trust in me to deliver a creative final product for them,0
7796,i feel so amazed seeing the everyday routine of many people that i am led to believe that humans are professionals at repulsing people from their life,0
7797,im not dissing her i think its great that shes feeling so positive and i want to encourage that,0
7798,i wonder off topic i often talk in riddles and metaphors sometimes it takes me forever to get to the point if after reading a few lines you begin to feel confused agitated annoyed dont worry youre perfectly normal,1
7799,i love my you keep me feel so creative lady gaga t a href http trendypie,0
7800,i look at a toreador or usually see a toreador looking at me and then turn my glare to face them i feel contempt for their vile existence,1
7801,i can also write tell support and trust other people s energy feelings intuition and body talk but for some reason i had trouble trusting my own,0
7802,ive made it through this far without getting deified or crucified so im feeling pretty smug,0
7803,i didn t feel all that much guilt but my liver probably wasn t too happy with it all the same,0
7804,i took my last exam so i am feeling nervous when i am taking exam,1
7805,i feel it is my role to guide the student giving some useful ideas which they may if they wish follow,0
7806,i mean its extremely normal to feel emo over this kinda romantic realistic heartbreaking movie,0
7807,i don t feel i can trust her to be faithful,0
7808,i sleep so little now and feel so lethargic all the time,1
7809,i feel helpless and scared and all of these things i cant describe and i never thought of myself as a control freak but im recognizing that feeding my feelings is my way to control something in the midst of chaos,1
7810,i feel that there is no need now for him to be physically violent as i am now mostly compliant,1
7811,i was feeling hot and cold a bit dizzy and nauseous,0
7812,i enjoy watching this show because it makes me feel like i m part of a glamorous group,0
7813,i had precious little to go on was limited to screw tops as i dont routinely travel with a bottle opener i feel like i did surprisingly well for my,0
7814,im a parent of a fourth grader which is prime testing age in texas and i feel like im sending my sweet baby girl to the testing slaughter,0
7815,i havent done anything in quite a while so it was nice to feel productive,0
7816,i feel graceful,0
7817,i feel truly blessed to have spent time with anna while she was still pregnant,0
7818,i need to know that the pain i feel is not in vain and that there is a better and brighter day in my future,1
7819,i cannot but feel inadequit compares to my gorgeous cousins and friends,0
7820,i was trying to think of a word that described how i feel drained,1
7821,i think iti s not the adjustment to the insulins but the corticosteroids interacting with something else that is making him feel so rotten,1
7822,i feel more irritable,1
7823,i hate feeling envious of such pitiful things i mean i got everything any person would want family love health god friends this is obviously not in any particular order but i just felt like i didnt get much this year,1
7824,ive been more in tune with my mind and imagination and im learning what feelings are results of impulse and which are real and sincere,0
7825,i feel a little bit grumpy,1
7826,i really feel like i am making headway and i m putting the unimportant things to rest,1
7827,i feel the reason why some people feel self pity is because it sort of puts them in a comfort spot that they wont need to do anything about it since the world has wronged them in some way,1
7828,i know ive been so bad at keeping up this blog and trust me i feel awful about it not only because ive been neglecting you all but also because the frequency of my sewing and creating had dismally fallen,1
7829,i am an independent jewelry designer but feel reluctant to sending out my pieces to bloggers,1
7830,im feeling invigorated as the autumn breezes slowly approach,0
7831,i feel like an ungrateful and evil child because my very first thought when i saw it was i don t need that,1
7832,i as a buddhist i feel it s very impolite to entertain such intervention,1
7833,i love every relationship in the show that has already been explored so much it almost feels greedy to want more,1
7834,i just know they re going to be nasty my messages weren t exactly cordial but right now i don t feel like dealing with his bird turds of excuses and lame ass explanations for his douchebaggery,1
7835,i asked myself a few days ago what do i feel now that i did that and i feel amazing that i did it,0
7836,i thought to myself careful to keep these feelings from our exceedingly gracious english hosts,0
7837,i guess i feel this way because i have been feeling pretty low lately and dont want to get my hopes up,1
7838,i sometimes take the time to say a mantra when i feel myself getting irritated,1
7839,i feel like it doesn t belong to me or i to it because there are days when i m pretty sure i am not anyone s idea of an iris,0
7840,i was feeling overly nostalgic for our standard morning interaction my delivery of a tall white mocha to her room before she slams the door in my face,0
7841,i feel that the picture did not really compliment the better characteristics of the pieces as a whole but it did show the essence of a cityscape rather well,0
7842,i feel like giving up on waiting trusting,0
7843,i feel you can capture some beauty in ugly forms such as concrete metal and blocks of flats,1
7844,im feeling particularly festive today because its friday,0
7845,i cant describe to you the feeling i had in my heart as i held this precious little boy,0
7846,i feel amazing and comfortable again every single day,0
7847,i feel this issue is particularly dangerous for umno,1
7848,i would have gone into hibernation i have been feeling terrific,0
7849,i showered with them for the first time the other day they loved the feeling of the water spraying on their little bodies and lay against my chest so calmly too cute,0
7850,i did feel regret and remorseful i guess it didn t come across as tears,1
7851,i got home and started thinking about it i started to feel homesick for our duplex which is so silly,1
7852,i totally feel rebellious and i also just spent hours filling out appeals paperwork for social security,1
7853,i focus on this orange light that radiates from my sacral centre i feel radiant alive and strong,0
7854,i just had a strange feeling that if i switched i may have hated the new one and wished i could go back to the original which would have been impossible,1
7855,i am a person who sometimes feels jealous and sometimes feels happy and sometimes feels sad excited afraid angry or confused,1
7856,i can feel my shoulders aching and tensing as i carry all of the luggage that i decided was so important that i bring,1
7857,i know it s not intentional but sometimes people i speak with can make me feel really dumb,1
7858,i guess i feel like i have been here that long so not that strange,1
7859,i was feeling very appreciative that she was willing to look so hard for me when clearly she was very busy,0
7860,i just feel so dull and boring,1
7861,i am not feeling well i am going to stop,0
7862,im trying to find balance between allowing myself to ey european specialties that i cant eat at home and stuffing my face and feeling crappy after,1
7863,i felt crappy earlier than usual this treatment and i find the best way to fight feeling crappy is to sleep,1
7864,i was feeling skeptical and thought was pushing it for sephora brand lashes,1
7865,i came home feeling exhausted and sad,1
7866,i was allowed to pay my co pay which i did immediately all while feeling like an ungrateful yet ethical and stupid jerk,1
7867,id be feeling the dull dread i was feeling before kick off since this is the morning after i would actually have preferred that,1
7868,i have a good excuse for tonights lame blog post im tired but my husband is feeling amorous,0
7869,ive been feeling inspired and optimistic lately and am really fascinated by the internet and the awesome power it has to spread ideas,0
7870,i was feeling a little cranky,1
7871,i am feeling like it s all a scam having never claimed benefits i feel insulted and shamed at having to share all my personnel details and then not be given assistance on what seem so petty and unreasonable grounds,1
7872,im not feeling insecure i dont need reassurance im just wondering out loud,1
7873,i get a slightly queasy feeling when reading a romantic plot even if im not fully enjoying it,0
7874,i couldnt shake this feeling in my stomach that i was going to lose him on tuesday maybe it was a defence mechanism to not be taken by surprise perhaps i had given up hope or i had just accepted the fate of death even to my beloved best friend,0
7875,i think she feels similarly that kind of love hate relationship with him where theres things to be admired about him but also things to be criticized things hes never changed,0
7876,i feel all nostalgic while some of my friends have been counting increments of how much of a fraction of a doctor we all have been up until this point,0
7877,i havent been feeling fine at work,0
7878,i feel like i gave him a good fight and i am proud of my performance,0
7879,i guess ill have to try again sometime when i feel more lively,0
7880,i kneel down to stop the fifteenth public temper tantrum of the day and i can feel uptight suburban mothers wonder what kind of unfit pregnant teenager i must have been and how ive grown into a complete failure of a mom,1
7881,i remember feeling utterly content as i stood in an impossibly long line outside the towson theater with bob burgess to see a saturday afternoon screening of star wars,0
7882,i feel lashes out at me and is rude,1
7883,i translated it just to feel like i was doing something useful,0
7884,i feel like as a generation of men as a family guy in my s in the suburbs of the midwest i feel like were a little bit lost says heimbuch who documented a search for his midwestern hunting roots in his soon to be released book and now we shall do manly things,1
7885,i remember feeling intimidated at the time with one day of dance and zumba experience under my belt i was awed by her intensity and wondered if i would ever be able to follow her moves,1
7886,i feel as if im all uptight,1
7887,i could hardly stand it and you feel so virtuous eating something so good for you,0
7888,i was going to do a post pictures and run but blogger is feeling cranky today,1
7889,i really love it and feel so immensely blessed but pregnancy number four really hurts,0
7890,ive been feeling so weird lately idk maybe im starting to have feelings for a guy but i mean,1
7891,i was not feeling sentimental or guilty or anything like that which is negative toward myself when i attacked the bookcase but it did set in,1
7892,i know mentally what i have done is not right in my heart i still feel it is acceptable,0
7893,i was happy to have midnight with those that i did and i feel the hugs were sincere and honest,0
7894,i feel tortured with spd and lyme a href http freeideasblog,1
7895,i feel unloved unappreciated and unwanted,1
7896,i am feel suspicious whether return so matter son,1
7897,i didt just think of this thing ive been feeling threatened by this guy for years,1
7898,i didn t feel too bad considering however i now realizes that the additional drugs i had been given were masking what was to come i have been feeling very poorly i felt like i had been hit by a truck which then reversed and had another go,1
7899,i am not just feeling overwhelmed i have also allowed too many responsibilities to fill my time,1
7900,i feel miserable because i have to keep writing for money,1
7901,i felt awfull i was so tired i couldnt do anything and i like her so much i hope i didnt make her feel rejected,1
7902,i am feeling really proud of myself,0
