,Sentences,Negativity
4914,adult will certainly want to spend their time in the theater thinking up grocery list and way to tell their kid how not to act like pinocchio a for child they won't enjoy the movie at all,1
4915,you can be forgiven for realizing that you've spent the past minute looking at your watch and waiting for frida to just die already,1
4916,too bad writer director adam rifkin situates it all in a plot a musty a one of the golden eagle's carpet,1
4917,it's lazy for a movie to avoid solving one problem by trying to distract u with the solution to another,1
4918,the movie is genial but never inspired and little about it will stay with you,1
4919,the movie obviously seek to re create the excitement of such ' s flick a jules verne's ' league under the sea' and the george pal version of h g wells' 'the time machine ' but it storytelling prowess and special effect are both listless,1
4920,despite the opulent lushness of every scene the character never seem to match the power of their surroundings,1
4921,even after minute of playing opposite each other bullock and grant still look ill at ease sharing the same scene what should have been a painless time killer becomes instead a grating endurance test,1
4922,a bland obnoxious minute infomercial for universal studio and it ancillary product,1
4923,little action almost no suspense or believable tension one dimensional character up the wazoo and set that can only be described a sci fi generic,1
4924,the movie strain to stay on the light comic side of the issue despite the difficulty of doing so when dealing with the destruction of property and potentially of life itself,1
4925,the master of disguise is awful it's pauly shore awful don't say you weren't warned,1
4926,disappointing in comparison to other recent war movie or any other john woo flick for that matter,1
4927,the entire movie is filled with deja vu moment,1
4928,opening up' the play more ha partly closed it down,1
4929,what frei give u is a man who us the damage of war far more often than the warfare itself to create the kind of art shot that fill gallery show,1
4930,an ugly revolting movie,1
4931,the film is way too full of itself it's stuffy and pretentious in a give me an oscar kind of way,1
4932,the movie is concocted and carried out by folk worthy of scorn and the nicest thing i can say is that i can't remember a single name responsible for it,1
4933,watching ending is too often like looking over the outdated clothes and plastic knickknack at your neighbor's garage sale you can't believe anyone would really buy this stuff,1
4934,certainly beautiful to look at but it not very informative about it titular character and no more challenging than your average television biopic,1
4935,it desperately want to be a wacky screwball comedy but the most screwy thing here is how so many talented people were convinced to waste their time,1
4936,the skill of a calculus major at m i t are required to balance all the formulaic equation in the long winded heist comedy who is cletis tout,1
4937,from the choppy editing to the annoying score to 'special effects' by way of replacing object in a character's hand below the camera line besotted is misbegotten,1
4938,my advice is to skip the film and pick up the soundtrack,1
4939,a film that present an interesting even sexy premise then ruin itself with too many contrivance and goofy situation,1
4940,filled with low brow humor gratuitous violence and a disturbing disregard for life,1
4941,directed in a flashy empty sub music video style by a director so self possessed he actually add a period to his first name,1
4942,the year old godard ha become to judge from in praise of love the sort of bitter old crank who sits behind his light meter and harangue the supposed injustice of the artistic world at large without doing all that much to correct them,1
4943,an unsophisticated sci fi drama that take itself all too seriously,1
4944,solondz is without doubt an artist of uncompromising vision but that vision is beginning to feel if not morally bankrupt at least terribly monotonous,1
4945,harvard man is a semi throwback a reminiscence without nostalgia or sentimentality,1
4946,supposedly based upon real or at least soberly reported incident the film end with a large human tragedy ala getting there is not even half the interest,1
4947,while hoffman's performance is great the subject matter go nowhere,1
4948,the smash 'em up crash 'em up shoot 'em up ending come out of nowhere substituting mayhem for suspense,1
4949,deuce wild tread heavily into romeo and juliet west side story territory where it plainly ha no business going,1
4950,hart's war seems to want to be a character study but apparently can't quite decide which character,1
4951,theological matter aside the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongue,1
4952,this latest installment of the horror film franchise that is apparently a invulnerable a it trademark villain ha arrived for an incongruous summer playoff demonstrating yet again that the era of the intelligent well made b movie is long gone,1
4953,novak contemplates a heartland so overwhelmed by it lack of purpose that it seek excitement in manufactured high drama,1
4954,been there done that liked it much better the first time around when it wa called the professional,1
4955,the film is all over the place really it dabbles all around never gaining much momentum,1
4956,the beautiful unusual music is this film's chief draw but it dreaminess may lull you to sleep,1
4957,the action quickly sink into by the number territory,1
4958,forage for audience sympathy like a temperamental child begging for attention giving audience no reason to truly care for it decrepit freak beyond the promise of a reprieve from their incessant whining,1
4959,when reno let her radical flag fly taking angry potshot at george w bush henry kissinger larry king et al reno devolves into a laugh free lecture,1
4960,such a premise is ripe for all manner of lunacy but kaufman and gondry rarely seem sure of where it should go,1
4961,burns' fifth beer soaked film feel in almost every possible way from the writing and direction to the soggy performance tossed off,1
4962,e en verdad una pena que mandoki est realizando cintas tan malas desde hace alg n tiempo pues talento tiene pero qui n sabe d nde lo tiene escondido ',1
4963,while this one get off with a good natured warning future lizard endeavor will need to adhere more closely to the law of laughter,1
4964,another boorish movie from the i heard a joke at a frat party school of screenwriting,1
4965,too much of the movie feel contrived a if the filmmaker were worried the story wouldn't work without all those gimmick,1
4966,it's hard to understand why anyone in his right mind would even think to make the attraction a movie and it's harder still to believe that anyone in his right mind would want to see the it,1
4967,the ethos of the chelsea hotel may shape hawke's artistic aspiration but he hasn't yet coordinated his own dv poetry with the beat he hears in his soul,1
4968,the sight of the name bruce willis brings to mind image of a violent battlefield action picture but the film ha a lot more on it mind maybe too much,1
4969,why sit through a crummy wannabe hip crime comedy that refers incessantly to old movie when you could just rent those movie instead let alone seek out a respectable new one,1
4970,the obnoxious special effect the obligatory outburst of flatulence and the incessant so five minute ago pop music on the soundtrack overwhelm what is left of the scruffy dopey old hanna barbera charm,1
4971,exploring value choice is a worthwhile topic for a film but here the choice are a contrived and artificial a kerrigan's platinum blonde hair,1
4972,the movie's downfall is to substitute plot for personality it doesn't really know or care about the character and us them a marker for a series of preordained event,1
4973,all mood and no movie,1
4974,press the delete key,1
4975,simone is not a bad film it just doesn't have anything really interesting to say,1
4976,once he start learning to compromise with reality enough to become comparatively sane and healthy the film becomes predictably conventional,1
4977,hopefully it'll be at the dollar theatre by the time christmas roll around wait to see it then,1
4978,there's no disguising this a one of the worst film of the summer or for the year for that matter,1
4979,lack the spirit of the previous two and make all those joke about ho and even more unmentionable subject seem like mere splashing around in the muck,1
4980,this hastily mounted production exists only to capitalize on hopkins' inclination to play hannibal lecter again even though harris ha no immediate inclination to provide a fourth book,1
4981,death to smoochy tell a moldy oldie not nearly a nasty a it think it is joke over and over again,1
4982,the threat implied in the title pok mon ever is terrifying like locust in a horde these thing will keep coming,1
4983,the film never get over it own investment in conventional arrangement in term of love age gender race and class,1
4984,to call this film a lump of coal would only be to flatter it,1
4985,entertainment more disposable than hanna barbera's half hour cartoon ever were,1
4986,the film fall short on tension eloquence spiritual challenge thing that have made the original new testament story so compelling for century,1
4987,by the end of it all i sort of loved the people onscreen even though i could not stand them perhaps the film should be seen a a conversation starter it's not an easy one to review,1
4988,at best this is a film for the under crowd but it would be better to wait for the video and a very rainy day,1
4989,the whole talking animal thing is grisly,1
4990,never again while nothing special is pleasant diverting and modest definitely a step in the right direction,1
4991,wouldn't it be funny if a bunch of allied soldier went undercover a woman in a german factory during world war ii um no but here's a movie about it anyway,1
4992,ha not so much been written a assembled frankenstein like out of other marginally better shoot em ups,1
4993,the punch line that miss unfortunately outnumber the hit by three to one but death to smoochy keep firing until the bitter end,1
4994,mush the college friend genre the big chill together with the contrivance and overwrought emotion of soap opera,1
4995,showtime's starry cast could be both an asset and a detriment those who trek to the 'plex predisposed to like it probably will enjoy themselves but ticket buyer with great expectation will wind up a glum a mr de niro,1
4996,a determined ennui hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird,1
4997,too daft by half but supremely good natured,1
4998,fails in making this character understandable in getting under her skin in exploring motivation well before the end the film grows a dull a it character about whose fate it is hard to care,1
4999,it's a shame that the storyline and it underlying theme finally seem so impersonal or even shallow,1
5000,woody what happened,1
5001,juliette binoche's sand is vivacious but it's hard to sense that powerhouse of th century prose behind her childlike smile,1
5002,it's supposed to be post feminist breezy but end up a tedious a the chatter of parrot raised on oprah,1
5003,you can tell almost immediately that welcome to collinwood isn't going to jell,1
5004,throughout all the tumult a question come to mind so why is this so boring,1
5005,cattaneo reworks the formula that made the full monty a smashing success but neglect to add the magic that made it all work,1
5006,routine and rather silly,1
5007,a rip off twice removed modeled after seagal's earlier copycat under siege sometimes referred to a die hard on a boat,1
5008,totally overwrought deeply biased and wholly designed to make you feel guilty about ignoring what the filmmaker clearly believe are the greatest musician of all time,1
5009,you can practically hear george orwell turning over,1
5010,behan's memoir is great material for a film rowdy brawny and lyrical in the best irish sense but sheridan ha settled for a lugubrious romance,1
5011,while holm is terrific a both men and hjejle quite appealing the film fails to make the most out of the intriguing premise,1
5012,lazy filmmaking with the director taking a hand off approach when he should have shaped the story to show u why it's compelling,1
5013,if it were any more of a turkey it would gobble in dolby digital stereo if nothing else rollerball may go down in cinema history a the only movie ever in which the rest of the cast wa outshined by ll cool j,1
5014,a movie that fall victim to frazzled wackiness and frayed satire,1
5015,how do you make a movie with depth about a man who lacked any on the evidence before u the answer is clear not easily and in the end not well enough,1
5016,the film's trailer also looked like crap so crap is what i wa expecting,1
5017,more trifle than triumph,1
5018,the movie is almost completely lacking in suspense surprise and consistent emotional conviction,1
5019,fester in just such a dungpile that you'd swear you were watching monkey flinging their feces at you,1
5020,lyne's latest the erotic thriller unfaithful further demonstrates just how far his storytelling skill have eroded,1
5021,it sound like another clever if pointless excursion into the abyss and that's more or le how it play out,1
5022,rumor a muddled drama about coming to term with death feel impersonal almost generic,1
5023,report card doesn't live up to the exalted tagline there's definite room for improvement doesn't deserve a passing grade even on a curve,1
5024,the pacing is deadly the narration help little and naipaul a juicy writer is negated,1
5025,a his circle of friend keep getting smaller one of the character in long time dead say 'i'm telling you this is f ed' maybe he wa reading the mind of the audience,1
5026,if it had been only half an hour long or a tv special the humor would have been fast and furious at ninety minute it drag,1
5027,bean drop the ball too many time hoping the nifty premise will create enough interest to make up for an unfocused screenplay,1
5028,a well acted but one note film,1
5029,blood work is laughable in the solemnity with which it try to pump life into overworked element from eastwood's dirty harry period,1
5030,the movie is too amateurishly square to make the most of it own ironic implication,1
5031,lee treat his audience the same way that jim brown treat his woman a dumb credulous unassuming subordinate subject and lee seems just a expectant of an adoring wide smiling reception,1
5032,there's not one decent performance from the cast and not one clever line of dialogue,1
5033,one of the worst movie of the year watching it wa painful,1
5034,a era do gelo diverte ma n o convence um passatempo descompromissado e s,1
5035,no amount of burning blasting stabbing and shooting can hide a weak script,1
5036,it's an odd show pregnant with mood stillborn except a a harsh conceptual exercise,1
5037,nearly all the fundamental you take for granted in most film are mishandled here,1
5038,the armenian genocide deserves a more engaged and honest treatment,1
5039,earnest yet curiously tepid and choppy recycling in which predictability is the only winner,1
5040,ultimately this is a frustrating patchwork an uneasy marriage of louis begley's source novel about schmidt and an old payne screenplay,1
5041,the exploitative clumsily staged violence overshadows everything including most of the actor,1
5042,we started to wonder if some unpaid intern had just typed 'chris rock ' 'anthony hopkins' and 'terrorists' into some univac like script machine,1
5043,even when crush departs from the w formula it feel like a glossy rehash,1
5044,more likely to have you scratching your head than hiding under your seat,1
5045,bear is even worse than i imagined a movie ever could be,1
5046,when you find yourself rooting for the monster in a horror movie you know the picture is in trouble,1
5047,this is very much of a mixed bag with enough negative to outweigh the positive,1
5048,marinated in clich s and mawkish dialogue,1
5049,whether it's the worst movie of i can't say for sure memory of rollerball have faded and i skipped country bear but this new jangle of noise mayhem and stupidity must be a serious contender for the title,1
5050,a boldly stroked luridly coloured uni dimensional nonsense machine that stroke the eyeball while it evaporates like so much crypt mist in the brain,1
5051,not once in the rush to save the day did i become very involved in the proceeding to me it wa just a matter of 'eh ',1
5052,rollerball is a bad a you think and worse than you can imagine,1
5053,the first question to ask about bad company is why anthony hopkins is in it we assume he had a bad run in the market or a costly divorce because there is no earthly reason other than money why this distinguished actor would stoop so low,1
5054,not exaggerated enough to be a parody of gross out flick college flick or even flick in general it merely indulges in the worst element of all of them,1
5055,shame on writer director vicente aranda for making a florid biopic about mad queen obsessive relationship and rampant adultery so dull,1
5056,suffers from a decided lack of creative storytelling,1
5057,violent vulgar and forgettably entertaining,1
5058,nothing happens and it happens to flat character,1
5059,with a completely predictable plot you'll swear that you've seen it all before even if you've never come within a mile of the longest yard,1
5060,remember back when thriller actually thrilled when the twist ending were actually surprising when the violence actually shocked when the hero were actually under sadly a blood work prof that wa a long long time ago,1
5061,blue crush ha all the trapping of an energetic extreme sport adventure but end up more of a creaky pretty woman retread with the emphasis on self empowering schmaltz and big wave surfing that give pic it title an afterthought,1
5062,this movie play like an extended dialogue exercise in retard,1
5063,what we get in feardotcom is more like something from a bad clive barker movie in other word it's badder than bad,1
5064,if they broke out into elaborate choreography singing and finger snapping it might have held my attention but a it stand i kept looking for the last exit from brooklyn,1
5065,a sloppy slapstick throwback to long gone bottom of the bill fare like the ghost and mr chicken,1
5066,a small independent film suffering from a severe case of hollywood itis,1
5067,where the film falter is in it tone,1
5068,the story alone could force you to scratch a hole in your head,1
5069,ultimately sarah's dedication to finding her husband seems more psychotic than romantic and nothing in the movie make a convincing case that one woman's broken heart outweighs all the loss we witness,1
5070,it's supposed to be a humorous all too human look at how hope can breed a certain kind of madness and strength but it never quite add up,1
5071,feel more like a rejected x file episode than a credible account of a puzzling real life happening,1
5072,some motion picture portray ultimate passion others create ultimate thrill men in black ii achieves ultimate insignificance it's the sci fi comedy spectacle a whiffle ball epic,1
5073,an enigmatic film that's too clever for it own good it's a conundrum not worth solving,1
5074,a zombie movie in every sense of the word mindless lifeless meandering loud painful obnoxious,1
5075,rashomon for dipstick tale,1
5076,a film that clearly mean to preach exclusively to the converted,1
5077,it doesn't take a rocket scientist to figure out that this is a mormon family movie and a sappy preachy one at that,1
5078,definitely a crowd pleaser but then so wa the roman colosseum,1
5079,certainly not a good movie but it wasn't horrible either,1
5080,although it start off so bad that you feel like running out screaming it eventually work it way up to merely bad rather than painfully awful,1
5081,the result is so tame that even slightly wised up kid would quickly change the channel,1
5082,it appears to have been modeled on the worst revenge of the nerd clich s the filmmaker could dredge up,1
5083,nothing but an episode of smackdown in period costume and with a bigger budget,1
5084,it take you somewhere you're not likely to have seen before but beneath the exotic surface and exotic dancing it's surprisingly old fashioned,1
5085,while the story is better focused than the incomprehensible anne rice novel it's based upon queen of the damned is a pointless meandering celebration of the goth vampire tortured woe is me lifestyle,1
5086,it should be interesting it should be poignant it turn out to be affected and boring,1
5087,a good looking but ultimately pointless political thriller with plenty of action and almost no substance,1
5088,a tired predictable bordering on offensive waste of time money and celluloid,1
5089,if hill isn't quite his generation's don siegel or robert aldrich it's because there's no discernible feeling beneath the chest hair it's all bluster and clich,1
5090,stealing harvard will dip into your wallet swipe minute of your time and offer you precisely this in recompense a few early laugh scattered around a plot a thin a it is repetitious,1
5091,this is an insultingly inept and artificial examination of grief and it impact upon the relationship of the survivor,1
5092,doe anyone much think the central story of brendan behan is that he wa a bisexual sweetheart before he took to drink,1
5093,martin lawrence live' is so self pitying i almost expected there to be a collection taken for the comedian at the end of the show,1
5094,the dialogue is cumbersome the simpering soundtrack and editing more so,1
5095,never decides whether it want to be a black comedy drama melodrama or some combination of the three,1
5096,it ha become apparent that the franchise's best year are long past,1
5097,doe what should seem impossible it make serial killer jeffrey dahmer boring,1
5098,don't hate el crimen del padre amaro because it's anti catholic hate it because it's lousy,1
5099,better described a a ghost story gone badly awry,1
5100,like a bad improvisation exercise the superficially written character ramble on tediously about their life love and the art they're struggling to create,1
5101,the filmmaker are playing to the big boy in new york and l a to that end they mock the kind of folk they don't understand one they figure the power luncher don't care to understand either,1
5102,competently directed but terminally cute drama,1
5103,the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing,1
5104,not just unlikable disturbing disgusting without any redeeming value whatsoever,1
5105,this thing is virtually unwatchable,1
5106,those eternally devoted to the insanity of black will have an intermittently good time feel free to go get popcorn whenever he's not onscreen,1
5107,the self serious equilibrium make it point too well a movie like life isn't much fun without the high and low,1
5108,the work of an exhausted desiccated talent who can't get out of his own way,1
5109,the main character are simply named the husband the wife and the kidnapper emphasizing the disappointingly generic nature of the entire effort,1
5110,in term of execution this movie is careless and unfocused,1
5111,swim in mediocrity sticking it head up for a breath of fresh air now and then,1
5112,the only type of life this glossy comedy drama resembles are one in formulaic mainstream movie,1
5113,the character are paper thin and their personality undergo radical change when it suit the script,1
5114,a sha na na sketch punctuated with graphic violence,1
5115,the trouble is it filmmaker run out of clever idea and visual gag about halfway through,1
5116,spy v spy action flick with antonio banderas and lucy liu never come together,1
5117,a so so made for tv something posing a a real movie,1
5118,the only upside to all of this unpleasantness is given it labor day weekend upload feardotcom should log a minimal number of hit,1
5119,whether this is art imitating life or life imitating art it's an unhappy situation all around,1
5120,an uneasy mix of run of the mill raunchy humor and seemingly sincere personal reflection,1
5121,a formula family tearjerker told with a heavy irish brogue accentuating rather than muting the plot's saccharine thrust,1
5122,this is sandler running on empty repeating what he's already done way too often,1
5123,this is a lax and limp a comedy a i've seen in a while a meander through worn out material,1
5124,time literally stop on a dime in the try so hard to be cool clockstoppers but that doesn't mean it still won't feel like the longest minute of your movie going life,1
5125,the sort of picture in which whenever one of the character ha some serious soul searching to do they go to a picture perfect beach during sunset,1
5126,aptly named this shimmering beautifully costumed and filmed production doesn't work for me,1
5127,a preposterously melodramatic paean to gang member teen in brooklyn circa,1
5128,ha none of the crackle of fatal attraction week or even indecent proposal and feel more like lyne's stolid remake of lolita,1
5129,everything it title implies a standard issue crime drama spat out from the tinseltown assembly line,1
5130,an extraordinarily silly thriller,1
5131,a rehash of every gangster movie from the past decade,1
5132,gaping plot hole sink this 'sub' standard thriller and drag audience enthusiasm to crush depth,1
5133,talkiness isn't necessarily bad but the dialogue frequently miss the mark,1
5134,the beautiful image and solemn word cannot disguise the slack complacency of godard's vision any more than the gorgeous piano and string on the soundtrack can drown out the tinny self righteousness of his voice,1
5135,the stunt work is top notch the dialogue and drama often food spittingly funny,1
5136,the movie isn't painfully bad something to be 'fully experienced' it's just tediously bad something to be fully forgotten,1
5137,charly come off a emotionally manipulative and sadly imitative of innumerable past love story derision,1
5138,what a great shame that such a talented director a chen kaige ha chosen to make his english language debut with a film so poorly plotted and scripted,1
5139,no amount of good intention is able to overcome the triviality of the story,1
5140,the film present classic moral condundrum drama what would you have done to survive the problem with the film is whether these ambition laudable in themselves justify a theatrical simulation of the death camp of auschwitz ii birkenau,1
5141,for all it social and political potential state property doesn't end up being very inspiring or insightful,1
5142,a film really ha to be exceptional to justify a three hour running time and this isn't,1
5143,little more than a stylish exercise in revisionism whose point is no doubt true but serf a a rather thin moral to such a knowing fable,1
5144,the nonstop artifice ultimately prof tiresome with the surface histrionics failing to compensate for the paper thin characterization and facile situation,1
5145,this is a monumental achievement in practically every facet of inept filmmaking joyless idiotic annoying heavy handed visually atrocious and often downright creepy,1
5146,this off putting french romantic comedy is sure to test severely the indulgence of fan of am lie,1
5147,overburdened with complicated plotting and banal dialogue,1
5148,ensemble movie like soap opera depend on empathy if there ain't none you have a problem,1
5149,the master of disguise fall under the category of 'should have been a sketch on saturday night live ',1
5150,yet another self consciously overwritten story about a rag tag bunch of would be character that team up for a can't miss heist only to have it all go wrong,1
5151,koepp's screenplay isn't nearly surprising or clever enough to sustain a reasonable degree of suspense on it own,1
5152,is it really an advantage to invest such subtlety and warmth in an animatronic bear when the human are acting like puppet,1
5153,more successful at relating history than in creating an emotionally complex dramatically satisfying heroine,1
5154,clumsy obvious preposterous the movie will likely set the cause of woman warrior back decade,1
5155,it's hard to pity the 'plain' girl who becomes a ravishing waif after applying a smear of lip gloss rather pity anyone who see this mishmash,1
5156,a banal virulently unpleasant excuse for a romantic comedy,1
5157,the drama discloses almost nothing,1
5158,a minor league soccer remake of the longest yard,1
5159,belongs in the too hot for tv direct to video dvd category and this is why i have given it a one star rating,1
5160,a earnest a a community college advertisement american chai is enough to make you put away the guitar sell the amp and apply to medical school,1
5161,a dim witted and lazy spin off of the animal planet documentary series crocodile hunter is entertainment opportunism at it most glaring,1
5162,there is more than one joke about putting the toilet seat down and that should tell you everything you need to know about all the queen's men,1
5163,even fan of ismail merchant's work i suspect would have a hard time sitting through this one,1
5164,it's really just another silly hollywood action film one among a multitude of simple minded yahoo ing death show,1
5165,it's not a particularly good film but neither is it a monsterous one,1
5166,the world need more filmmaker with passionate enthusiasm like martin scorsese but it doesn't need gang of new york,1
5167,enchanted with low life tragedy and liberally seasoned with emotional outburst what is sorely missing however is the edge of wild lunatic invention that we associate with cage's best acting,1
5168,harry potter and the chamber of secret is deja vu all over again and while that is a cliche nothing could be more appropriate it's likely that whatever you thought of the first production pro or con you'll likely think of this one,1
5169,sade achieves the near impossible it turn the marquis de sade into a dullard,1
5170,lin chung's voice is rather unexceptional even irritating at least to this western ear making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central character,1
5171,one of the most plain unimaginative romantic comedy i've ever seen,1
5172,though there's a clarity of purpose and even handedness to the film's direction the drama feel rigged and sluggish,1
5173,unfortunately the experience of actually watching the movie is le compelling than the circumstance of it making,1
5174,unless there are zoning ordinance to protect your community from the dullest science fiction impostor is opening today at a theater near you,1
5175,it should be doing a lot of thing but doesn't,1
5176,chen film the resolutely downbeat smoker only with every indulgent indie trick in the book,1
5177,a rather bland affair,1
5178,far fetched premise convoluted plot and thematic mumbo jumbo about destiny and redemptive love,1
5179,the movie try to be ethereal but end up seeming goofy,1
5180,i wa hoping that it would be sleazy and fun but it wa neither,1
5181,harris is supposed to be the star of the story but come across a pretty dull and wooden,1
5182,soulless and even more damning virtually joyless xxx achieves near virtuosity in it crapulence,1
5183,a boring masquerade ball where normally good actor even kingsley are made to look bad,1
5184,all the queen's men is a throwback war movie that fails on so many level it should pay reparation to viewer,1
5185,the filmmaker keep pushing the joke at the expense of character until thing fall apart,1
5186,rather than real figure elling and kjell bjarne become symbolic character whose action are supposed to relate something about the na f's encounter with the world,1
5187,mariah carey give u another peek at some of the magic we saw in glitter here in wisegirls,1
5188,it's all arty and jazzy and people sit and stare and turn away from one another instead of talking and it's all about the silence and if you're into that have at it,1
5189,i suspect that you'll be a bored watching morvern callar a the character are in it if you go pack your knitting needle,1
5190,the lead actor share no chemistry or engaging charisma we don't even like their character,1
5191,some writer dude i think his name wa uh michael zaidan wa supposed to have like written the screenplay or something but dude the only thing that i ever saw that wa written down were the zero on my paycheck,1
5192,the movie doesn't generate a lot of energy it is dark brooding and slow and take it central idea way too seriously,1
5193,this feature is about a necessary a a hole in the head,1
5194,the cinematic equivalent of patronizing a bar favored by pretentious untalented artiste who enjoy moaning about their cruel fate,1
5195,spectator will indeed sit open mouthed before the screen not screaming but yawning,1
5196,it feel like very light errol morris focusing on eccentricity but failing ultimately to make something bigger out of it scrapbook of oddball,1
5197,a period story about a catholic boy who try to help a jewish friend get into heaven by sending the audience straight to hell,1
5198,the premise itself is just sooooo tired pair that with really poor comedic writing and you've got a huge mess,1
5199,prof a lovely trifle that unfortunately is a little too in love with it own cuteness,1
5200,did we really need a remake of charade,1
5201,some movie can get by without being funny simply by structuring the scene a if they were joke a setup delivery and payoff stealing harvard can't even do that much each scene immediately succumbs to gravity and plummet to earth,1
5202,the only fun part of the movie is playing the obvious game you try to guess the order in which the kid in the house will be gored,1
5203,i spied with my little eye a mediocre collection of cookie cutter action scene and occasionally inspired dialogue bit,1
5204,entertains not so much because of it music or comic antic but through the perverse pleasure of watching disney scrape the bottom of it own cracker barrel,1
5205,the satire is just too easy to be genuinely satisfying,1
5206,bearable barely,1
5207,le funny than it should be and le funny than it think it is,1
5208,an o bruin where art thou style cross country adventure it ha sporadic burst of liveliness some so so slapstick and a few ear pleasing song on it soundtrack,1
5209,a feeble tootsie knockoff,1
5210,an awful movie that will only satisfy the most emotionally malleable of filmgoers,1
5211,the story is far flung illogical and plain stupid,1
5212,the very simple story seems too simple and the working out of the plot almost arbitrary,1
5213,an allegory concerning the chronically mixed signal african american professional get about overachieving could be intriguing but the supernatural trapping only obscure the message,1
5214,a very familiar tale one that's been told by countless filmmaker about italian chinese irish latin indian russian and other hyphenate american young men struggling to balance conflicting cultural message,1
5215,one key problem with these ardently christian storyline is that there is never any question of how thing will turn out,1
5216,essentially the film is weak on detail and strong on personality,1
5217,a relentless bombastic and ultimately empty world war ii action flick,1
5218,hell is looking down at your watch and realizing serving sara isn't even halfway through,1
5219,too long and larded with exposition this somber cop drama ultimately feel a flat a the scruffy sand of it titular community,1
5220,leaf viewer out in the cold and undermines some phenomenal performance,1
5221,a ho hum affair always watchable yet hardly memorable,1
5222,swiftly deteriorates into a terribly obvious melodrama and rough hewn vanity project for lead actress andie macdowell,1
5223,the histrionic muse still eludes madonna and playing a charmless witch she is merely a charmless witch,1
5224,you have no affinity for most of the character nothing about them is attractive what they see in each other also is difficult to fathom,1
5225,diaz applegate blair and posey are suitably kooky which should appeal to woman and they strip down often enough to keep men alert if not amused,1
5226,a technically well made suspenser but it abrupt drop in iq point a it race to the finish line prof simply too discouraging to let slide,1
5227,an inept tedious spoof of ' s kung fu picture it contains almost enough chuckle for a three minute sketch and no more,1
5228,it's a mystery how the movie could be released in this condition,1
5229,absolutely and unintentionally terrifying,1
5230,eckstraordinarily lame and severely boring,1
5231,eight legged freak fall flat a a spoof,1
5232,no matter how much he run around and act like a doofus accepting a year old in the role is creepy in a michael jackson sort of way,1
5233,you'll just have your head in your hand wondering why lee's character didn't just go to a bank manager and save everyone the misery,1
5234,dragonfly' dwells on crossing over mumbo jumbo manipulative sentimentality and sappy dialogue,1
5235,in his determination to lighten the heavy subject matter silberling also to a certain extent trivializes the movie with too many nervous gag and pratfall,1
5236,blade ii ha a brilliant director and charismatic star but it suffers from rampant vampire devaluation,1
5237,veers uncomfortably close to pro serb propaganda,1
5238,staggeringly dreadful romance,1
5239,movie like high crime flog the dead horse of surprise a if it were an obligation how about surprising u by trying something new,1
5240,final verdict you've seen it all before,1
5241,throwing in everything except someone pulling the pin from a grenade with his teeth windtalker seems to have ransacked every old world war ii movie for overly familiar material,1
5242,if a few good men told u that we can't handle the truth than high crime poetically state at one point in this movie that we don't care about the truth,1
5243,further sad evidence that tom tykwer director of the resonant and sense spinning run lola run ha turned out to be a one trick pony a maker of softheaded metaphysical claptrap,1
5244,you'll trudge out of the theater feeling a though you rode the zipper after eating a corn dog and an extra large cotton candy,1
5245,the movie is a little tired maybe the original inspiration ha run it course,1
5246,this will go on so long a there are moviegoer anxious to see strange young guy doing strange guy thing,1
5247,a full frontal attack on audience patience,1
5248,any intellectual argument being made about the nature of god are framed in a drama so clumsy there is a real danger le sophisticated audience will mistake it for an endorsement of the very thing that bean abhors,1
5249,it's a big idea but the film itself is small and shriveled,1
5250,debut effort by project greenlight winner is sappy and amateurish,1
5251,one get the impression the creator of don't ask don't tell laughed a hell of a lot at their own joke too bad none of it is funny,1
5252,the cast ha a high time but de broca ha little enthusiasm for such antique pulp,1
5253,the film like jimmy's routine could use a few good laugh,1
5254,the film ha too many spot where it's on slippery footing but is acceptable entertainment for the entire family and one that's especially fit for the kiddy,1
5255,purport to be a hollywood satire but wind up a the kind of film that should be the target of something deeper and more engaging oh and more entertaining too,1
5256,in the pile of useless actioners from mtv schmuck who don't know how to tell a story for more than four minute,1
5257,though it wa made with careful attention to detail and is well acted by james spader and maggie gyllenhaal i felt disrespected,1
5258,well made but mush hearted,1
5259,humor in i spy is so anemic,1
5260,the film is strictly routine,1
5261,a real snooze,1
5262,skillful a he is mr shyamalan is undone by his pretension,1
5263,while the new film is much more eye catching than it blood drenched stephen norrington directed predecessor the new script by the returning david s goyer is much sillier,1
5264,in addition to sporting one of the worst title in recent cinematic history ballistic eck v sever also feature terrible banal dialogue convenient hole ridden plotting superficial character and a rather dull unimaginative car chase,1
5265,it share the first two films' loose jointed structure but laugh out loud bit are few and far between,1
5266,the santa clause is a barely adequate babysitter for older kid but i've got to give it thumb down,1
5267,you cannot guess why the cast and crew didn't sign a pact to burn the negative and the script and pretend the whole thing never existed,1
5268,barney throw away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull,1
5269,if you're really renting this you're not interested in discretion in your entertainment choice you're interested in anne geddes john grisham and thomas kincaid,1
5270,we get the comedy we settle for,1
5271,the uneven movie doe have it charm and it funny moment but not quite enough of them,1
